10us,Module,Name,DemangledName,Type,Attributes,Comment
0xB7BF78,,CTimeCyc::SkyTopRedPool,CTimeCyc__SkyTopRedPool,char[],array,
0xB7C030,,CTimeCyc::AMB_OBJBluePool,CTimeCyc__AMB_OBJBluePool,char[],array,
0xB7C0E8,,CTimeCyc::AMB_OBJGreenPool,CTimeCyc__AMB_OBJGreenPool,char[],array,
0xB7C1A0,,CTimeCyc::AMB_OBJRedPool,CTimeCyc__AMB_OBJRedPool,char[],array,
0xB7C258,,CTimeCyc::AMBBluePool,CTimeCyc__AMBBluePool,char[],array,
0xB7C310,,CTimeCyc::AMBGreenPool,CTimeCyc__AMBGreenPool,char[],array,
0xB7C3C8,,CTimeCyc::AMBRedPool,CTimeCyc__AMBRedPool,char[],array,
0xB7C4A0,,CTimeCycle__m_fCurrentAmbientRed,CTimeCycle__m_fCurrentAmbientRed,float,,
0xB7C4A4,,CTimeCycle::m_fCurrentAmbientGreen,CTimeCycle__m_fCurrentAmbientGreen,float,,
0xB7C4A8,,CTimeCycle::m_fCurrentAmbientBlue,CTimeCycle__m_fCurrentAmbientBlue,float,,
0xB7C4AC,,CTimeCycle::m_fCurrentAmbientObjRed,CTimeCycle__m_fCurrentAmbientObjRed,float,,
0xB7C4B0,,CTimeCycle::m_fCurrentAmbientObjGreen,CTimeCycle__m_fCurrentAmbientObjGreen,float,,
0xB7C4B4,,CTimeCycle::m_fCurrentAmbientObjBlue,CTimeCycle__m_fCurrentAmbientObjBlue,float,,
0xB7C4B8,,CTimeCycle::m_fCurrentDirectionalRed,CTimeCycle__m_fCurrentDirectionalRed,float,,
0xB7C4BC,,CTimeCycle::m_fCurrentDirectionalGreen,CTimeCycle__m_fCurrentDirectionalGreen,float,,
0xB7C4C0,,CTimeCycle::m_fCurrentDirectionalBlue,CTimeCycle__m_fCurrentDirectionalBlue,float,,
0xB7C4C4,,_ZN10CTimeCycle19m_nCurrentSkyTopRedE,CTimeCycle::m_nCurrentSkyTopRed,__int16,,
0xB7C4C6,,_ZN10CTimeCycle21m_nCurrentSkyTopGreenE,CTimeCycle::m_nCurrentSkyTopGreen,__int16,,
0xB7C4C8,,_ZN10CTimeCycle20m_nCurrentSkyTopBlueE,CTimeCycle::m_nCurrentSkyTopBlue,__int16,,
0xB7C4CA,,_ZN10CTimeCycle22m_nCurrentSkyBottomRedE,CTimeCycle::m_nCurrentSkyBottomRed,__int16,,
0xB7C4CC,,_ZN10CTimeCycle24m_nCurrentSkyBottomGreenE,CTimeCycle::m_nCurrentSkyBottomGreen,__int16,,
0xB7C4CE,,_ZN10CTimeCycle23m_nCurrentSkyBottomBlueE,CTimeCycle::m_nCurrentSkyBottomBlue,__int16,,
0xB7C4D0,,CTimeCycle::m_nCurrentSunCoreRed,CTimeCycle__m_nCurrentSunCoreRed,__int16,,
0xB7C4D2,,CTimeCycle::m_nCurrentSunCoreGreen,CTimeCycle__m_nCurrentSunCoreGreen,__int16,,
0xB7C4D4,,CTimeCycle::m_nCurrentSunCoreBlue,CTimeCycle__m_nCurrentSunCoreBlue,__int16,,
0xB7C4D6,,CTimeCycle::m_nCurrentSunCoronaRed,CTimeCycle__m_nCurrentSunCoronaRed,__int16,,
0xB7C4D8,,CTimeCycle::m_nCurrentSunCoronaGreen,CTimeCycle__m_nCurrentSunCoronaGreen,__int16,,
0xB7C4DA,,CTimeCycle::m_nCurrentSunCoronaBlue,CTimeCycle__m_nCurrentSunCoronaBlue,__int16,,
0xB7C4DC,,CTimeCycle::m_fCurrentSunSize,CTimeCycle__m_fCurrentSunSize,float,,
0xB7C4E0,,CTimeCycle::m_fCurrentSpriteSize,CTimeCycle__m_fCurrentSpriteSize,float,,
0xB7C4E4,,CTimeCycle::m_fCurrentSpriteBrightness,CTimeCycle__m_fCurrentSpriteBrightness,float,,
0xB7C4E8,,_ZN10CTimeCycle24m_nCurrentShadowStrengthE,CTimeCycle::m_nCurrentShadowStrength,float,,
0xB7C4EC,,CTimeCycle::m_nCurrentPoleShadowStrength,CTimeCycle__m_nCurrentPoleShadowStrength,__int16,,
0xB7C4F0,,_ZN10CTimeCycle17m_fCurrentFarClipE,CTimeCycle::m_fCurrentFarClip,float,,
0xB7C4F4,,_ZN10CTimeCycle18m_fCurrentFogStartE,CTimeCycle::m_fCurrentFogStart,float,,
0xB7C4F8,,CTimeCycle::m_fCurrentLightsOnGroundBrightness,CTimeCycle__m_fCurrentLightsOnGroundBrightness,float,,
0xB7C4FC,,CTimeCycle::m_nCurrentLowCloudsRed,CTimeCycle__m_nCurrentLowCloudsRed,__int16,,
0xB7C4FE,,CTimeCycle::m_nCurrentLowCloudsGreen,CTimeCycle__m_nCurrentLowCloudsGreen,__int16,,
0xB7C500,,CTimeCycle::m_nCurrentLowCloudsBlue,CTimeCycle__m_nCurrentLowCloudsBlue,__int16,,
0xB7C502,,CTimeCycle::m_nCurrentFluffyCloudsBottomRed,CTimeCycle__m_nCurrentFluffyCloudsBottomRed,__int16,,
0xB7C504,,CTimeCycle::m_nCurrentFluffyCloudsBottomGreen,CTimeCycle__m_nCurrentFluffyCloudsBottomGreen,__int16,,
0xB7C506,,CTimeCycle::m_nCurrentFluffyCloudsBottomBlue,CTimeCycle__m_nCurrentFluffyCloudsBottomBlue,__int16,,
0xB7C508,,CTimeCycle::m_fCurrentWaterRed,CTimeCycle__m_fCurrentWaterRed,float,,
0xB7C50C,,CTimeCycle::m_fCurrentWaterGreen,CTimeCycle__m_fCurrentWaterGreen,float,,
0xB7C510,,CTimeCycle::m_fCurrentWaterBlue,CTimeCycle__m_fCurrentWaterBlue,float,,
0xB7C514,,CTimeCycle::m_fCurrentWaterAlpha,CTimeCycle__m_fCurrentWaterAlpha,float,,
0xB7C518,,CTimeCycle::m_fCurrentRGB1Red,CTimeCycle__m_fCurrentRGB1Red,float,,
0xB7C51C,,CTimeCycle::m_fCurrentRGB1Green,CTimeCycle__m_fCurrentRGB1Green,float,,
0xB7C520,,CTimeCycle::m_fCurrentRGB1Blue,CTimeCycle__m_fCurrentRGB1Blue,float,,
0xB7C524,,CTimeCycle::m_fCurrentAlpha1,CTimeCycle__m_fCurrentAlpha1,float,,
0xB7C528,,CTimeCycle::m_fCurrentRGB2Red,CTimeCycle__m_fCurrentRGB2Red,float,,
0xB7C52C,,CTimeCycle::m_fCurrentRGB2Green,CTimeCycle__m_fCurrentRGB2Green,float,,
0xB7C530,,CTimeCycle::m_fCurrentRGB2Blue,CTimeCycle__m_fCurrentRGB2Blue,float,,
0xB7C534,,CTimeCycle::m_fCurrentAlpha2,CTimeCycle__m_fCurrentAlpha2,float,,
0xB7C538,,CTimeCycle::m_fCurrentCloudAlpha1,CTimeCycle__m_fCurrentCloudAlpha1,float,,
0xB7C544,,CTimeCycle::m_fCurrentIllumination,CTimeCycle__m_fCurrentIllumination,float,,
0xB7C548,,_ZN10CTimeCycle16m_CurrentColoursE,CTimeCycle::m_CurrentColours,float,,
0xB7C550,,dword_B7C550,dword_B7C550,int[],array,
0xB7C568,,word_B7C568,word_B7C568,__int16[],array,
0xB7C56A,,byte_B7C56A,byte_B7C56A,char[],array,
0xB7C56C,,dword_B7C56C,dword_B7C56C,int[],array,
0xB7C570,,flt_B7C570,flt_B7C570,float[],array,
0xB7C574,,dword_B7C574,dword_B7C574,int[],array,
0xB7CA54,,,,float[],array,
0xB7CB14,,sun2Dir,sun2Dir,RwV3d,,
0xB7CB28,,_timerFunction,_timerFunction,__int64 (__cdecl *)(),function,
0xB7CB54,,_ZN6CTimer15ms_fOldTimeStepE,CTimer::ms_fOldTimeStep,float,,
0xB7CB5C,,_ZN6CTimer12ms_fTimeStepE,CTimer::ms_fTimeStep,float,,
0xB7CB84,,_ZN6CTimer22m_snTimeInMillisecondsE,CTimer::m_snTimeInMilliseconds,int,,
0xB7CD64,,_ZN6CWorld17fWeaponSpreadRateE,CWorld::fWeaponSpreadRate,float,,
0xB7CD68,,_ZN6CWorld13pIgnoreEntityE,CWorld::pIgnoreEntity,_CPlaceable *,,
0xB7CD98,,_ZN6CWorld7PlayersE,CWorld::Players,CPlayerInfo[2],array,
0xB7D0B8,,_ZN6CWorld11ms_aSectorsE,CWorld::ms_aSectors,CSector[14400],array,
0xB992B8,,_ZN6CWorld17ms_aRepeatSectorsE,CWorld::ms_aRepeatSectors,CRepeatSector[256],array,
0xB99EB8,,_ZN6CWorld15ms_aLodPtrListsE,CWorld::ms_aLodPtrLists,CPtrListSingleLink[900],array,
0xB9ACC8,,_ZN6CWorld23ms_listMovingEntityPtrsE,CWorld::ms_listMovingEntityPtrs,CPtrListDoubleLink,,
0xB9ACCC,,_ZN6CWorld29ms_listObjectsWithControlCodeE,CWorld::ms_listObjectsWithControlCode,CPtrListDoubleLink,,
0xB9ACD0,,_ZN6CWorld13m_aTempColPtsE,CWorld::m_aTempColPts,CColPoint[32],array,
0xB9B250,,gaTempSphereColPoints,gaTempSphereColPoints,CColPoint,,
0xB9B908,,dword_B9B908,dword_B9B908,int[],array,
0xB9B92C,,dword_B9B92C,dword_B9B92C,int[],array,
0xB9B930,,dword_B9B930,dword_B9B930,int[],array,
0xB9B954,,dword_B9B954,dword_B9B954,int[],array,
0xB9B958,,dword_B9B958,dword_B9B958,int[],array,
0xBA1788,,_ZN12CUserDisplay10OnscnTimerE,CUserDisplay::OnscnTimer,COnscreenTimer,,
0xBA18F4,,_ZN12CUserDisplay9PlaceNameE,CUserDisplay::PlaceName,CPlaceName,,
0xBA3730,,_ZN9CTheZones12ZonesVisitedE,CTheZones::ZonesVisited,char[100],array,
0xBA6745,,bInvertMouseY,bInvertMouseY,void,,
0xBA82D8,,MenuNumber,MenuNumber,tMenuPanel *[2],array,
0xBA82E0,,_ZN11CMenuSystem9MenuInUseE,CMenuSystem::MenuInUse,char[2],array,
0xBA8308,,CRadar::cachedCos,CRadar__cachedCos,float,,
0xBA830C,,CRadar::cachedSin,CRadar__cachedSin,float,,
0xBA8314,,_ZN6CRadar12m_radarRangeE,CRadar::m_radarRange,float,,
0xBA8478,,gRadarTextures,gRadarTextures,int[12][12],array,
0xBA86D4,,_ZN6CRadar16ArrowBlipColoursE,CRadar::ArrowBlipColours,CRGBA[6],array,
0xBAA250,,_ZN6CRadar16RadarBlipSpritesE,CRadar::RadarBlipSprites,CSprite2d[64],array,
0xBAA35C,,unk_BAA35C,unk_BAA35C,CRect,,
0xBAA36C,,dword_BAA36C,dword_BAA36C,_DWORD,,
0xBAA39C,,OddJob2XOffset,OddJob2XOffset,float,,
0xBAA3A4,,BigMessageAlpha,BigMessageAlpha,float[7],array,
0xBAA3C0,,BigMessageInUse,BigMessageInUse,float[7],array,
0xBAA3DC,,BigMessageX,BigMessageX,float[7],array,
0xBAA444,,_ZN4CHud21m_pVehicleNameToPrintE,CHud::m_pVehicleNameToPrint,char *,,
0xBAA454,,_ZN4CHud18m_pLastVehicleNameE,CHud::m_pLastVehicleName,char *,,
0xBAA458,,_ZN4CHud14m_pVehicleNameE,CHud::m_pVehicleName,char *,,
0xBAA460,,CHud::m_fTextBoxNumLines,CHud__m_fTextBoxNumLines,float,,
0xBAA468,,CHud::m_nHelpMessageStatUpdateValue,CHud__m_nHelpMessageStatUpdateValue,float,,
0xBAA470,,CHud::m_nHelpMessageStatId,CHud__m_nHelpMessageStatId,__int16,,
0xBAA480,,CHud::m_pHelpMessageToPrint,CHud__m_pHelpMessageToPrint,char[400],array,
0xBAA610,,CHud::m_pLastHelpMessage,CHud__m_pLastHelpMessage,char[400],array,
0xBAA7A0,,CHud::m_pHelpMessage,CHud__m_pHelpMessage,char[],array,
0xBAA930,,_ZN4CHud11m_ZoneStateE,CHud::m_ZoneState,int,,
0xBAA934,,_ZN4CHud15m_ZoneFadeTimerE,CHud::m_ZoneFadeTimer,int,,
0xBAA938,,_ZN4CHud15m_ZoneNameTimerE,CHud::m_ZoneNameTimer,int,,
0xBAACC0,,_ZN4CHud12m_BigMessageE,CHud::m_BigMessage,char[7][128],array,
0xBAB1D0,,_ZN4CHud13m_ZoneToPrintE,CHud::m_ZoneToPrint,char *,,
0xBAB1D4,,_ZN4CHud15m_pLastZoneNameE,CHud::m_pLastZoneName,char *,,
0xBAB1D8,,_ZN4CHud11m_pZoneNameE,CHud::m_pZoneName,char *,,
0xBAB1FC,,_ZN4CHud7SpritesE,CHud::Sprites,HudTextures2,,
0xBAB218,,static_fSuccessFailedMessagePosY,static_fSuccessFailedMessagePosY,float,,
0xBAB220,,static_lvar__WastedTextHeight,static_lvar__WastedTextHeight,float,,
0xBAB22C,,HudColour,HudColour,CRGBA[15],array,
0xBAB2C8,,_ZN14CLoadingScreen16m_LoadingGxtMsg1E,CLoadingScreen::m_LoadingGxtMsg1,char[],array,
0xBAB330,,gfLoadingPercentage,gfLoadingPercentage,float,,
0xBAB358,,gpLoadscTex,gpLoadscTex,CSprite2d[8],array,
0xBAB3EC,,stru_BAB3EC,stru_BAB3EC,FxSystem_c,,
0xBAD3EC,,stru_BAD3EC,stru_BAD3EC,CLink_CCollisionData_,,
0xBAD3F8,,byte_BAD3F8,byte_BAD3F8,void,,
0xBAE1F8,,particle,particle,FxSystem_c,,
0xBB3918,,dword_BB3918,dword_BB3918,int[],array,
0xBB3A1C,,dword_BB3A1C,dword_BB3A1C,int[],array,
0xBB3A20,,dword_BB3A20,dword_BB3A20,int[],array,
0xBB3A24,,dword_BB3A24,dword_BB3A24,int[],array,
0xBB3A34,,byte_BB3A34,byte_BB3A34,char[],array,
0xBB3D9C,,byte_BB3D9C,byte_BB3D9C,char[],array,
0xBB4240,,g_breakMan,g_breakMan,BreakManager_c,,
0xBB4A90,,_ZN11CObjectData14ms_aObjectInfoE,CObjectData::ms_aObjectInfo,CObjectInfo[],array,
0xBBC8B8,,stru_BBC8B8,stru_BBC8B8,List_c,,
0xBBC8C8,,gBoneIndices,gBoneIndices,__int16[],array,
0xBBCDC8,,_playerImgEntries,_playerImgEntries,DirectoryInfo,,
0xBC1290,,gOctTreeBase,gOctTreeBase,COctTreeBase,,
0xBC12D0,,n,n,int,,
0xBC12D8,,gpTmpOctTree,gpTmpOctTree,COctTree *,,
0xBC12E4,,COctTree__ms_pPool,COctTree__ms_pPool,CPool,,
0xBC1300,,dword_BC1300,dword_BC1300,int[],array,
0xBC1C78,,_PlayerClothes,_PlayerClothes,CClothes,,
0xBC1D00,,savedPlayerWeaponsAmmo,savedPlayerWeaponsAmmo,int[13],array,
0xBC1D34,,savedPlayerWeapons,savedPlayerWeapons,eWeaponType[13],array,
0xBC1D70,,_ZN12CCutsceneMgr19ms_pParticleEffectsE,CCutsceneMgr::ms_pParticleEffects,CutsceneParticle[8],array,
0xBC20D0,,_ZN12CCutsceneMgr16ms_crToHideItemsE,CCutsceneMgr::ms_crToHideItems,tCutsceneRemoval[50],array,
0xBC2968,,_ZN12CCutsceneMgr18ms_pHiddenEntitiesE,CCutsceneMgr::ms_pHiddenEntities,CEntity *[50],array,
0xBC2A34,,_ZN12CCutsceneMgr16ms_bRepeatObjectE,CCutsceneMgr::ms_bRepeatObject,char[50],array,
0xBC2A68,,_ZN12CCutsceneMgr22ms_iAttachObjectToBoneE,CCutsceneMgr::ms_iAttachObjectToBone,tCutsceneAttachment[50],array,
0xBC2CC0,,_ZN12CCutsceneMgr29ms_aUncompressedCutsceneAnimsE,CCutsceneMgr::ms_aUncompressedCutsceneAnims,char[8][32],array,
0xBC2DC0,,_ZN12CCutsceneMgr16ms_iTextDurationE,CCutsceneMgr::ms_iTextDuration,int[64],array,
0xBC2EC0,,_ZN12CCutsceneMgr17ms_iTextStartTimeE,CCutsceneMgr::ms_iTextStartTime,int[64],array,
0xBC2FC0,,_ZN12CCutsceneMgr14ms_cTextOutputE,CCutsceneMgr::ms_cTextOutput,char[40][8],array,
0xBC31C0,,_ZN12CCutsceneMgr14ms_iModelIndexE,CCutsceneMgr::ms_iModelIndex,int[50],array,
0xBC3288,,_ZN12CCutsceneMgr16ms_cLoadAnimNameE,CCutsceneMgr::ms_cLoadAnimName,char[50][32],array,
0xBC38C8,,_ZN12CCutsceneMgr18ms_cLoadObjectNameE,CCutsceneMgr::ms_cLoadObjectName,char[50][32],array,
0xBC3F08,,_ZN12CCutsceneMgr16ms_cutsceneTimerE,CCutsceneMgr::ms_cutsceneTimer,float,,
0xBC3F0C,,_ZN12CCutsceneMgr15ms_cutsceneNameE,CCutsceneMgr::ms_cutsceneName,char[8],array,
0xBC3F14,,dword_BC3F14,dword_BC3F14,int[],array,
0xBC3F18,,_ZN12CCutsceneMgr19ms_pCutsceneObjectsE,CCutsceneMgr::ms_pCutsceneObjects,int[50],array,
0xBC4020,,_ZN12CCutsceneMgr23ms_cutsceneAssociationsE,CCutsceneMgr::ms_cutsceneAssociations,CAnimBlendAssocGroup,,
0xBC4034,,_ZN12CCutsceneMgr17ms_cutsceneOffsetE,CCutsceneMgr::ms_cutsceneOffset,CVector,,
0xBC4040,,dword_BC4040,dword_BC4040,int[],array,
0xBC4090,,_ZN9CColAccel11m_colBoundsE,CColAccel::m_colBounds,void *,,
0xBC4094,,_ZN9CColAccel9m_iplDefsE,CColAccel::m_iplDefs,IplDef *,,
0xBC4098,,_ZN9CColAccel14m_iSectionSizeE,CColAccel::m_iSectionSize,void *,,
0xBC40A4,,dword_BC40A4,dword_BC40A4,void *,,
0xBC40A8,,dword_BC40A8,dword_BC40A8,void,,
0xBC40AC,,dword_BC40AC,dword_BC40AC,void *,,
0xBC40B0,,dword_BC40B0,dword_BC40B0,void,,
0xBC40B4,,dword_BC40B4,dword_BC40B4,void,,
0xBC40B8,,dword_BC40B8,dword_BC40B8,void,,
0xBC40D8,,_colfileReadBuffer,_colfileReadBuffer,void,,
0xBCC0D8,,gCurrIplInstancesCount,gCurrIplInstancesCount,int,,
0xBCC0E0,,gCurrIplInstances,gCurrIplInstances,CEntity *[1000],array,
0xBD00F8,,_ZN14CAEAudioEntity20m_pAudioEventVolumesE,CAEAudioEntity::m_pAudioEventVolumes,char *,,Указатель на 45401 байт памяти
0xBD0114,,_savedD3DDeviceRestoreCallback,_savedD3DDeviceRestoreCallback,int (*)(void),function,
0xBD0B74,,_screenshotFileHandle,_screenshotFileHandle,FILE *,,
0xBD0B78,,_screenshotFileBuf,_screenshotFileBuf,void,,
0xC02BD0,,_ZN14CCarFXRenderer16ms_aDirtTexturesE,CCarFXRenderer::ms_aDirtTextures,RwTexture *[16],array,
0xC02C1C,,_ZN25CCustomBuildingDNPipeline11ObjPipelineE,CCustomBuildingDNPipeline::ObjPipeline,RxPipeline *,,
0xC02C28,,reflectionTexMatrix,reflectionTexMatrix,RwMatrixTag,,
0xC02C68,,_ZN23CCustomBuildingPipeline11ObjPipelineE,CCustomBuildingPipeline::ObjPipeline,RxPipeline *,,
0xC02CB0,,g_GameLight,g_GameLight,D3DLIGHT9,,
0xC02D18,,_ZN24CCustomCarEnvMapPipeline21fakeEnvMapPipeMatDataE,CCustomCarEnvMapPipeline::fakeEnvMapPipeMatData,ReflectionMaterialPlg,,
0xC02D24,,_CustomEnvMapPipe,_CustomEnvMapPipe,RxPipeline *,,
0xC02D28,,_ZN24CCustomCarEnvMapPipeline24m_gEnvMapPipeMatDataPoolE,CCustomCarEnvMapPipeline::m_gEnvMapPipeMatDataPool,CPool *,,
0xC02D2C,,_CustomEnvMapPipeAtmDataPool,_CustomEnvMapPipeAtmDataPool,CPool *,,
0xC02D30,,_CustomSpecMapPipeMaterialDataPool,_CustomSpecMapPipeMaterialDataPool,void *,,
0xC02D38,,transformA,transformA,RwMatrixTag,,
0xC02D78,,transformB,transformB,RwMatrixTag,,
0xC02DC0,,RenderGrassTexture,RenderGrassTexture,RwTexture *,,
0xC03988,,dword_C03988,dword_C03988,int[],array,
0xC039A0,,_ZN9CPlantMgr19PC_PlantTextureTab0E,CPlantMgr::PC_PlantTextureTab0,RwTexture *[4],array,
0xC039B0,,_ZN9CPlantMgr19PC_PlantTextureTab1E,CPlantMgr::PC_PlantTextureTab1,RwTexture *[4],array,
0xC039C0,,_ZN9CPlantMgr19PC_PlantTextureTab2E,CPlantMgr::PC_PlantTextureTab2,RwTexture *[4],array,
0xC039D0,,_ZN9CPlantMgr19PC_PlantTextureTab3E,CPlantMgr::PC_PlantTextureTab3,RwTexture *[4],array,
0xC039E0,,grassTexturesPtr,grassTexturesPtr,int[4],array,
0xC039F0,,_ZN9CPlantMgr18PC_PlantModelsTab0E,CPlantMgr::PC_PlantModelsTab0,RpAtomic *[4],array,
0xC03A00,,_ZN9CPlantMgr18PC_PlantModelsTab1E,CPlantMgr::PC_PlantModelsTab1,RpAtomic *[4],array,
0xC03A10,,_ZN9CPlantMgr18PC_PlantModelsTab2E,CPlantMgr::PC_PlantModelsTab2,RpAtomic *[4],array,
0xC03A20,,_ZN9CPlantMgr18PC_PlantModelsTab3E,CPlantMgr::PC_PlantModelsTab3,RpAtomic *[4],array,
0xC03A30,,grassModelsPtr,grassModelsPtr,int[4],array,
0xC03A44,,color_0,color_0,RwRGBA,,
0xC03A48,,stru_C03A48,stru_C03A48,struct_C03A48[256],array,
0xC08E48,,dword_C08E48,dword_C08E48,void,,
0xC08E4C,,dword_C08E4C,dword_C08E4C,int[],array,
0xC08E50,,word_C08E50,word_C08E50,__int16[],array,
0xC08E54,,dword_C08E54,dword_C08E54,int[],array,
0xC08E58,,dword_C08E58,dword_C08E58,int[],array,
0xC08E5C,,dword_C08E5C,dword_C08E5C,int[],array,
0xC09174,,tex_gras07Si,tex_gras07Si,RwTexture *,,
0xC091D9,,byte_C091D9,byte_C091D9,char[],array,
0xC091F0,,_gangsWeapons,_gangsWeapons,void,,
0xC09840,,g_pPedAttractorManager,g_pPedAttractorManager,CPedAttractorManager *,,
0xC0985C,,_ZN13CPedAttractor8ms_tasksE,CPedAttractor::ms_tasks,SArray,,
0xC0986C,,_ZN20CPedShelterAttractor16ms_displacementsE,CPedShelterAttractor::ms_displacements,SArray,,
0xC09894,,dword_C09894,dword_C09894,RpClump *,,
0xC09920,,_ZN10CPedGroups9ms_groupsE,CPedGroups::ms_groups,CPedGroup[8],array,
0xC0B01C,,_ZN19CDecisionMakerTypes11m_bIsActiveE,CDecisionMakerTypes::m_bIsActive,char[],array,
0xC0B060,,byte_C0B060,byte_C0B060,CEntity *,,
0xC0B1E8,,_pedTaskAssignments,_pedTaskAssignments,CPedTaskAssignment[128],array,
0xC0BBE8,,_ZN8CPedType12ms_apPedTypeE,CPedType::ms_apPedType,CPedAcquaintance *,,
0xC0BBEC,,_ZN9CPedStats13ms_apPedStatsE,CPedStats::ms_apPedStats,CPedStat *,,
0xC0BC08,,abTempNeverLeavesGroup,abTempNeverLeavesGroup,char[7],array,
0xC0BC40,,_ZN9CPopCycle15m_NumOther_PedsE,CPopCycle::m_NumOther_Peds,float,,
0xC0BC64,,dword_C0BC64,dword_C0BC64,CZone *,,
0xC0BC78,,byte_C0BC78,byte_C0BC78,char[],array,
0xC0BC7D,,byte_C0BC7D,byte_C0BC7D,char[],array,
0xC0BC7E,,byte_C0BC7E,byte_C0BC7E,char[],array,
0xC0BC7F,,byte_C0BC7F,byte_C0BC7F,char[],array,
0xC0BC80,,byte_C0BC80,byte_C0BC80,char[],array,
0xC0BC81,,byte_C0BC81,byte_C0BC81,char[],array,
0xC0BC82,,byte_C0BC82,byte_C0BC82,char[],array,
0xC0BC83,,byte_C0BC83,byte_C0BC83,char[],array,
0xC0BC84,,byte_C0BC84,byte_C0BC84,char[],array,
0xC0BC85,,byte_C0BC85,byte_C0BC85,char[],array,
0xC0BC86,,byte_C0BC86,byte_C0BC86,char[],array,
0xC0BC87,,byte_C0BC87,byte_C0BC87,char[],array,
0xC0BC88,,byte_C0BC88,byte_C0BC88,char[],array,
0xC0DE38,,byte_C0DE38,byte_C0DE38,char[],array,
0xC0E018,,byte_C0E018,byte_C0E018,char[],array,
0xC0E1F8,,byte_C0E1F8,byte_C0E1F8,char[],array,
0xC0E3D8,,byte_C0E3D8,byte_C0E3D8,char[],array,
0xC0E5B8,,byte_C0E5B8,byte_C0E5B8,char[],array,
0xC0E798,,byte_C0E798,byte_C0E798,char[],array,
0xC0E998,,_ZN11CPopulation13m_LoadedBoatsE,CPopulation::m_LoadedBoats,CLoadedCarGroup,,
0xC0E9C8,,_ZN11CPopulation25m_InAppropriateLoadedCarsE,CPopulation::m_InAppropriateLoadedCars,CLoadedCarGroup,,
0xC0E9F8,,_ZN11CPopulation23m_AppropriateLoadedCarsE,CPopulation::m_AppropriateLoadedCars,CLoadedCarGroup,,
0xC0EA28,,_ZN11CPopulation16m_LoadedGangCarsE,CPopulation::m_LoadedGangCars,CLoadedCarGroup[10],array,
0xC0EC78,,_ZN11CPopulation17m_nNumCarsInGroupE,CPopulation::m_nNumCarsInGroup,__int16[34],array,
0xC0ECC0,,_ZN11CPopulation17m_nNumPedsInGroupE,CPopulation::m_nNumPedsInGroup,__int16[60],array,
0xC0ED38,,_ZN11CPopulation11m_CarGroupsE,CPopulation::m_CarGroups,__int16[34][23],array,
0xC0F358,,_ZN11CPopulation11m_PedGroupsE,CPopulation::m_PedGroups,WORD[57][21],array,
0xC102A0,,stru_C102A0,stru_C102A0,CColPoint,,
0xC10820,,g_boneNodeMan,g_boneNodeMan,BoneNodeManager_c,,
0xC15F60,,byte_C15F60,byte_C15F60,char[],array,
0xC15FC8,,byte_C15FC8,byte_C15FC8,char[],array,
0xC16030,,byte_C16030,byte_C16030,char[],array,
0xC16DB8,,_saveFileName,_saveFileName,char[],array,
0xC16EB8,,dword_C16EB8,dword_C16EB8,int[],array,
0xC16EBC,,dword_C16EBC,dword_C16EBC,int[],array,
0xC16EE8,,_saveBuffer,_saveBuffer,void *,,
0xC16EEC,,length,length,int,,
0xC16EF0,,_saveFileHandle,_saveFileHandle,FILE *,,
0xC16F0C,,dword_C16F0C,dword_C16F0C,int[],array,
0xC16F18,,DefaultPCSaveFileName,DefaultPCSaveFileName,char[],array,
0xC17038,,Scene,Scene,CScene,,
0xC17040,,RsGlobal,RsGlobal,RsGlobalType,,
0xC1707C,,_PresetViews,_PresetViews,RwV3d *,,
0xC170D0,,_ZN16CTaskSimpleFight12m_aComboDataE,CTaskSimpleFight::m_aComboData,CMeleeInfo[12],array,
0xC17738,,flt_C17738,flt_C17738,float[],array,
0xC17780,,byte_C17780,byte_C17780,char[],array,
0xC177D0,,HitLevelsInfo,HitLevelsInfo,CVector,,
0xC17824,,stru_C17824,stru_C17824,CColModel,,
0xC17898,,byte_C17898,byte_C17898,char[64],array,
0xC178F0,,_taskSequences,_taskSequences,void,,
0xC188F0,,dword_C188F0,dword_C188F0,void,,
0xC188FC,,dword_C188FC,dword_C188FC,int[],array,
0xC18C54,,stru_C18C54,stru_C18C54,RwV3d,,
0xC18C60,,stru_C18C60,stru_C18C60,RwV3d,,
0xC18C78,,stru_C18C78,stru_C18C78,RwV3d,,
0xC18CE4,,a4,a4,int,,
0xC19518,,unkColModel,unkColModel,CColModel,,
0xC19548,,stru_C19548,stru_C19548,CColModel,,
0xC19578,,stru_C19578,stru_C19578,CColModel,,
0xC195A8,,stru_C195A8,stru_C195A8,CColModel,,
0xC195D8,,gJetBallOffset,gJetBallOffset,RwV3d,,
0xC195E8,,stru_C195E8,stru_C195E8,CMatrix,,
0xC196E8,,dword_C196E8,dword_C196E8,int[],array,
0xC196EC,,flt_C196EC,flt_C196EC,float[6],array,
0xC19708,,flt_C19708,flt_C19708,float[8],array,
0xC197C8,,_ZN6CCover9m_aPointsE,CCover::m_aPoints,CCoverPoint[100],array,
0xC1A2B8,,_ZN6CCover26m_ListOfProcessedBuildingsE,CCover::m_ListOfProcessedBuildings,CPtrList,,
0xC1A2C0,,dword_C1A2C0,dword_C1A2C0,int[],array,
